company_id,start_year,name,output_salse,output_profit,input_employee,input_capital,input_assets,years_from_org,prefecture_others,prefecture_兵庫県,prefecture_大阪府,prefecture_愛知県,prefecture_東京都,prefecture_神奈川県
1030001020927,2023,株式会社オプトエレクトロニクス,14998872000.0,-1205122000.0,71.2,942415000.0,-803333000.0,,1,0,0,0,0,0
1030001042723,2023,株式会社アイチコーポレーション,286128059000.0,26306321000.0,986.8,10425325000.0,71680660000.0,80.0,1,0,0,0,0,0
1030001044117,2023,ユー・エム・シー・エレクトロニクス株式会社,112666000000.0,-13323000000.0,223.6,4729000000.0,7887400000.0,,1,0,0,0,0,0
1030001060114,2023,旭産業株式会社,16496846000.0,96035000.0,57.0,96000000.0,113934400.0,,1,0,0,0,0,0
1030001076804,2023,株式会社バッファロー,48431472000.0,1401919000.0,225.2,627614600.0,5701454600.0,,1,0,0,0,0,0
1030001090714,2023,株式会社グラファイトデザイン,14684165000.0,1478218000.0,122.2,589612000.0,4693452600.0,,1,0,0,0,0,0
1040001001199,2023,株式会社銚子丸,93573000000.0,2973000000.0,483.4,229000000.0,7797200000.0,,1,0,0,0,0,0
1040001057646,2023,株式会社シー・エス・ランバー,84340552000.0,7501259000.0,206.6,530973200.0,5870386600.0,,1,0,0,0,0,0
1050001002254,2023,株式会社アダストリア,949261000000.0,25258000000.0,4533.8,2660000000.0,50026600000.0,,1,0,0,0,0,0
1050001028241,2023,株式会社 筑波ゴルフコース,3580764000.0,24272000.0,61.6,108180000.0,1649472200.0,,1,0,0,0,0,0
1070001015725,2023,小倉クラッチ株式会社,112674000000.0,-1447000000.0,777.2,1858000000.0,11517600000.0,,1,0,0,0,0,0
1070001016632,2023,株式会社ミツバ,697931000000.0,957000000.0,3489.6,5977000000.0,37378800000.0,,1,0,0,0,0,0
1080001010527,2023,ヨシコン株式会社,85075443000.0,6910255000.0,61.8,100000000.0,21044185800.0,,1,0,0,0,0,0
1080401000672,2023,エンシュウ株式会社,106316000000.0,1090000000.0,707.2,4640000000.0,9909800000.0,,1,0,0,0,0,0
1080401001547,2023,株式会社クレステック,21538132000.0,983743000.0,321.2,215400000.0,1002895600.0,39.0,1,0,0,0,0,0
1090001001062,2023,株式会社クロスフォー,14535830000.0,-802577000.0,73.6,701142000.0,1898871200.0,,1,0,0,0,0,0
1100001000797,2023,株式会社共和コーポレーション,60849414000.0,1059732000.0,185.4,709709000.0,3347736600.0,37.0,1,0,0,0,0,0
1100001002083,2023,株式会社電算,79883890000.0,4009482000.0,653.6,1395482000.0,8287034200.0,57.0,1,0,0,0,0,0
1100001008031,2023,双信電機株式会社,49830436000.0,442652000.0,398.0,4076750000.0,9327157200.0,,1,0,0,0,0,0
1100001011530,2023,日精樹脂工業株式会社,168477000000.0,7232000000.0,485.4,5362000000.0,31567000000.0,76.0,1,0,0,0,0,0
1100001012982,2023,キッセイ薬品工業株式会社,281453000000.0,39287000000.0,1402.4,24356000000.0,198586000000.0,,1,0,0,0,0,0
1100001020696,2023,ＫＯＡ株式会社,247083000000.0,13625000000.0,1552.2,6033000000.0,47693200000.0,,1,0,0,0,0,0
1110001003592,2023,株式会社トップカルチャー,110339871000.0,-4002606000.0,186.6,1692897600.0,2956499800.0,,1,0,0,0,0,0
1110001018789,2023,株式会社有沢製作所,142263000000.0,14703000000.0,605.0,7713800000.0,39499200000.0,74.0,1,0,0,0,0,0
1110001022221,2023,越後交通株式会社,28737000000.0,-685000000.0,331.2,501600000.0,2642600000.0,109.0,1,0,0,0,0,0
1110001022782,2023,株式会社太陽工機,43937856000.0,2867851000.0,244.4,700328000.0,6616374800.0,,1,0,0,0,0,0
1120001002503,2023,株式会社フジシールインターナショナル,39551000000.0,20687000000.0,41.0,5990000000.0,69352200000.0,,0,0,1,0,0,0
1120001012428,2023,ＳＡＮＥＩ株式会社,116277843000.0,4402964000.0,648.2,365805600.0,10573797200.0,,0,0,1,0,0,0
1120001019349,2023,アイコム株式会社,135941000000.0,9147000000.0,603.2,7081000000.0,48338800000.0,59.0,0,0,1,0,0,0
1120001019704,2023,永大化工株式会社,35063615000.0,333386000.0,133.8,1241700000.0,6503320800.0,,0,0,1,0,0,0
1120001026551,2023,大日本塗料株式会社,205493000000.0,11375000000.0,692.6,8827000000.0,34077200000.0,,0,0,1,0,0,0
1120001028390,2023,大阪製鐵株式会社,364829000000.0,20261000000.0,521.8,8769000000.0,134805800000.0,,0,0,1,0,0,0
1120001034595,2023,株式会社大森屋,80116743000.0,1614094000.0,135.6,814340000.0,11135143600.0,,0,0,1,0,0,0
1120001036880,2023,レンゴー株式会社,1677950000000.0,79937000000.0,4190.4,31066000000.0,182806000000.0,103.0,0,0,1,0,0,0
1120001040610,2023,日本インシュレーション株式会社,67497335000.0,5201901000.0,302.2,1200247000.0,12071736200.0,,0,0,1,0,0,0
1120001041352,2023,因幡電機産業株式会社,1473625000000.0,63676000000.0,1514.0,13962000000.0,142755200000.0,74.0,0,0,1,0,0,0
1120001046120,2023,南海化学株式会社,72861000000.0,2473000000.0,190.4,454000000.0,4505200000.0,,0,0,1,0,0,0
1120001048991,2023,株式会社栗本鐵工所,379618000000.0,11472000000.0,1331.8,31186000000.0,62172800000.0,89.0,0,0,1,0,0,0
1120001049032,2023,明星工業株式会社,186058000000.0,20545000000.0,330.0,6889000000.0,43855000000.0,,0,0,1,0,0,0
1120001049040,2023,株式会社　山　善,2168772000000.0,38930000000.0,1738.4,7909000000.0,91238400000.0,76.0,0,0,1,0,0,0
1120001059650,2023,積水化学工業株式会社,1815445000000.0,245959000000.0,2796.4,100002000000.0,337606800000.0,76.0,0,0,1,0,0,0
1120001063033,2023,株式会社きんでん,2580812000000.0,144915000000.0,7975.8,26411000000.0,473187000000.0,79.0,0,0,1,0,0,0
1120001064799,2023,株式会社ジェイエスエス,38729664000.0,311179000.0,505.4,330729000.0,2635001800.0,,0,0,1,0,0,0
1120001074740,2023,株式会社イムラ,102579000000.0,4217000000.0,747.4,1197000000.0,14055400000.0,73.0,0,0,1,0,0,0
